"Project","RelativePath","SHA256","Length","DuplicateCount","CanonicalArchive"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\Agent\Decision_Log.md","8EED0317EE0F637008A6904C91F6A5A11DF9055EB88C97D4C47F8ECE04D3887A","2498","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/Agent/Decision_Log.md"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\Agent\Research_Notes\Lyra_Reading_Plan.md","05F1C4C1234CEE8F88E0A63478E3338F7EB6A9394863DF572D74DF9455863CBD","1059","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/Agent/Research_Notes/Lyra_Reading_Plan.md"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\Agent\Startup_Prompt_For_New_Codex_Window.md","340B054C8DBBB244098AFE9633EFE10D82089AECC0C6C7E980BA45053B979CFA","925","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/Agent/Startup_Prompt_For_New_Codex_Window.md"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\Agent\Task_Backlog.md","A5C7872D1B171AF5ABC912F56D8A0C1A133965A1DB513E32763E7A632B35FC16","2375","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/Agent/Task_Backlog.md"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\Agent\Working_Agreement.md","C3A4769E8FF2389E29DC2D6280484148F5E8A9B4E471854CC17F4464525749CE","1864","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/Agent/Working_Agreement.md"
"Apex","Aura_Legacy_Archive\99_NewProject_Migration_Package\README.md","447803C78D9018B08A6F94DD9FDC1ABB9B2658E921C60739AF5D3E3C22B56C10","1004","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/99_NewProject_Migration_Package/README.md"
"Apex","Aura_Legacy_Archive\README.md","E9BBC4BC0816D0E54392D32EBF65B4CFE3966B716545B06C0C93E415ED5B9528","1072","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/README.md"
"Apex","Aura_Legacy_Archive\UE_GAS_SkillGraph_Design_Document.md","83DC88BF3D40446A244928918BF045761B0375D30AAA6EE993B19B759FF8BAC9","155169","3","Agent/99_Legacy_Context/Raw_Markdown/Apex/90_References/UE_GAS_SkillGraph_Design_Document.md"
"Apex","Prompts\2026-07-14_Character_ColdStart_ClaudeCode_Prompt.md","F028124A9A9D7A257E9F56655EB527959E9D6C5BE2DCE760D9EA948EE0A799CF","9755","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-14_Character_ColdStart_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-16_Apex_AnimInstance_ColdStart_ClaudeCode_Prompt.md","B1D6721C37FFD6332427D1C7270AA20EE2CECDEF1296E982B6BC890DF3DEBCEE","8152","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-16_Apex_AnimInstance_ColdStart_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-21_Apex_Gameplay_Framework_Classification_ClaudeCode_Prompt.md","01E04D139C10FD7B5EFDE868381DF56E473240F9E859C269F7044046880A498F","9086","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-21_Apex_Gameplay_Framework_Classification_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-21_Apex_GAS_Ownership_ColdStart_ClaudeCode_Prompt.md","393A10622D4429BC33E8139DF453B2B05185952CB9E437041D613FECE3974D16","2993","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-21_Apex_GAS_Ownership_ColdStart_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-23_Apex_Ability_Grant_Input_Routing_ClaudeCode_Prompt.md","756F32992654800B9201C0DC8AE30141216A77EB1526CB98C5B6ED30E4FD874A","5558","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-23_Apex_Ability_Grant_Input_Routing_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-23_Apex_Ability_Grant_Input_Routing_Fix_ClaudeCode_Prompt.md","844EB9EC71C8FACB1CB897A1B85EB8AE05EEC19E2F68FB3846C127087A6791BE","6510","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-23_Apex_Ability_Grant_Input_Routing_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-23_Apex_Ability_Grant_Input_Routing_Second_Fix_ClaudeCode_Prompt.md","A55BC91C13E5ED19D5635669742D2D1A0BDF9005008C40BE2841D50F6D31A2D3","2751","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-23_Apex_Ability_Grant_Input_Routing_Second_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-23_Apex_Vital_AttributeSet_ColdStart_ClaudeCode_Prompt.md","B7984800BF61BFC4DC97A9B8576FDA128A3EF65015119F03C1E9538033EAE1B9","5619","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-23_Apex_Vital_AttributeSet_ColdStart_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_AimTargetData_Naming_Closeout_ClaudeCode_Prompt.md","C21A0814716E0246F62350FE8F84EB7E9F33CE679DF81AC9A90E804FF3BB44EA","1716","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_AimTargetData_Naming_Closeout_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_Final_Closeout_ClaudeCode_Prompt.md","F97029EA3BECECAD01BCE51C4888F560C025180779FCB23B155003274B1795D5","3018","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_Final_Closeout_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_ClaudeCode_Prompt.md","A47BC56DF7FFB032A184AF413CBDE62A8A5B13603EE35932D8DAEE5FEC7333F4","16220","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Fix_ClaudeCode_Prompt.md","FC54A2E00EED97787B2C592A75E1505CF6C76BC040D3F3917588D1439811EC34","12311","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Second_Fix_ClaudeCode_Prompt.md","911B8ADA2E09301612E28E0E92904F54CE9D014D4F5A9289ED347E4E6DC71E60","8605","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Second_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Third_Fix_ClaudeCode_Prompt.md","3C49CE8287B5F9248C2A2F1FF94F07F6D111290B3B16074D443234AE9AF72B9E","5891","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Third_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-29_Apex_Phase_EnergyBolt_ProjectileMovement_Runtime_Fix_ClaudeCode_Prompt.md","D998893A9E5870FD32595E50D96ECFB42D787B7C28CF3CDDF0E7566770B5C758","6366","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-29_Apex_Phase_EnergyBolt_ProjectileMovement_Runtime_Fix_ClaudeCode_Prompt.md"
"Apex","Prompts\2026-07-30_Apex_ThirdPerson_Aiming_Baseline_ClaudeCode_Prompt.md","7E388C46A452CB480CEBA034E3DE2A37B6705F39600DEFBB726828E16232010A","8354","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Prompts/2026-07-30_Apex_ThirdPerson_Aiming_Baseline_ClaudeCode_Prompt.md"
"Apex","README.md","54C159B2B74BB890C322D78AF0CB6C77F7D9BEC0C2E5E2F6FB381D8D1D38644E","3763","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/README.md"
"Apex","Reports\2026-07-14_Agent_Structure_Cleanup_Report.md","A10253A73290F7A7189C0B2D92560429F6F0238991E2083541355EA167A78689","2441","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-14_Agent_Structure_Cleanup_Report.md"
"Apex","Reports\2026-07-14_Aura_Agent_Context_Migration_Report.md","ECB6C13397AB35847F962388A241125A812AB338314E6EDD2BC2887154239097","4311","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-14_Aura_Agent_Context_Migration_Report.md"
"Apex","Reports\2026-07-14_Character_ColdStart_Report.md","0A2D806B4B4639CB6B2ACB1B1CD7F2E7B7618C6B4B3419A35DC7DC309BC8C695","7209","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-14_Character_ColdStart_Report.md"
"Apex","Reports\2026-07-16_Apex_AnimInstance_ColdStart_Report.md","F95D78253BE5E62EBEBB0E9229C80EC19C4765240E1F52B167FA5D4FB23CFF49","10099","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-16_Apex_AnimInstance_ColdStart_Report.md"
"Apex","Reports\2026-07-21_Apex_Gameplay_Framework_Classification_Report.md","60DE208A673F23E98E9424BE2CA69353E76B2ECA65219930568E8F80600DBD93","6816","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-21_Apex_Gameplay_Framework_Classification_Report.md"
"Apex","Reports\2026-07-21_Apex_GAS_Ownership_ColdStart_Report.md","D6566503A42470383F0B441BF8E2677FB37088A3D2C7A0E8013F41CE155AEC9F","8030","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-21_Apex_GAS_Ownership_ColdStart_Report.md"
"Apex","Reports\2026-07-23_Apex_Ability_Grant_Input_Routing_Report.md","8B47B86C403FBEBC49320A4CD18D394D5025B9A46B3716DE0E4A35F77DA88FD8","13272","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-23_Apex_Ability_Grant_Input_Routing_Report.md"
"Apex","Reports\2026-07-23_Apex_Vital_AttributeSet_ColdStart_Report.md","E7D9CB59B279FB024B3D4E5D793452E3CAD042C8F09514CC7F8F08B7EC6F93B7","5120","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-23_Apex_Vital_AttributeSet_ColdStart_Report.md"
"Apex","Reports\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Report.md","C7F8327F65E0353D9E3B9B955BE98AD8E5B9743D021482E8C2B3386EA63A68A1","7884","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Report.md"
"Apex","Reports\2026-07-29_Apex_Phase_EnergyBolt_ProjectileMovement_Runtime_Fix_Report.md","3267A54356981C1B70D1D86B14B223E652A0AE9F842166CADAB60B3913DF97C8","2992","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-29_Apex_Phase_EnergyBolt_ProjectileMovement_Runtime_Fix_Report.md"
"Apex","Reports\2026-07-30_Apex_ThirdPerson_Aiming_Baseline_Report.md","C09BCAD22A1A622481571FAEAD5372E6D165D05BA3A0E4F986B51CA697D9F82D","4579","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reports/2026-07-30_Apex_ThirdPerson_Aiming_Baseline_Report.md"
"Apex","Research_Notes\2026-07-15_Apex_AnimBP_Architecture_Study.md","45E7F9C7067306BE95470F9B67E2C6C837CB0ECF9FFEF32223BD26C5680675C7","7899","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/2026-07-15_Apex_AnimBP_Architecture_Study.md"
"Apex","Research_Notes\2026-07-15_Lyra_GAS_Architecture_Study.md","49975C297830A926E1D23B878B3883A96C7313BFF9C4CECCC650F25D54AE6F6B","25187","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/2026-07-15_Lyra_GAS_Architecture_Study.md"
"Apex","Research_Notes\2026-07-15_Skill_Framework_Extensibility_Synthesis.md","0BB08AE4CC792404819818069BF3A916D1CF20DB94472DA513ECED3698A9AAE1","21421","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/2026-07-15_Skill_Framework_Extensibility_Synthesis.md"
"Apex","Research_Notes\2026-08-05_New_FPS_Project_Direction_And_Asset_Baseline.md","AB54D2E13F94629F2314EDC794B08E80A17ACF4AA3BB8B63D8CA305127983C7C","9666","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/2026-08-05_New_FPS_Project_Direction_And_Asset_Baseline.md"
"Apex","Research_Notes\Lyra_Reading_Plan.md","2110C147F8F6409BF663DFCB3368EA2D920DC2C4BD53E0B4B2200086D2AE6003","2755","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/Lyra_Reading_Plan.md"
"Apex","Research_Notes\Paragon_Hero_Design_Direction.md","8A4AE211513E2518868A722E89A3F09B07779951275693F31AA02173A579D5C7","2594","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Research_Notes/Paragon_Hero_Design_Direction.md"
"Apex","Reviews\2026-07-14_Character_ColdStart_Codex_Review.md","831EAD797A26796F3936BD8A5DD81C0AC0F9915548D5488ADAF2DB8CAD34311D","3157","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-14_Character_ColdStart_Codex_Review.md"
"Apex","Reviews\2026-07-16_Apex_AnimInstance_ColdStart_Codex_Review.md","978DD3C135832AB3C8789347653863B482384D9227656483AE01A091F6C069C9","3046","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-16_Apex_AnimInstance_ColdStart_Codex_Review.md"
"Apex","Reviews\2026-07-23_Apex_Ability_Grant_Input_Routing_Review.md","F70BCFB473E6E2308DD0FAEFD7B5104B634A21B3BDD1BCA291709F4AC3F6CCFF","10548","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-23_Apex_Ability_Grant_Input_Routing_Review.md"
"Apex","Reviews\2026-07-23_Apex_Vital_AttributeSet_ColdStart_Review.md","BB70C66D25122FD90A52FB8C54BE4C9DD076D09DEA2219CD3B879320C569618D","3770","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-23_Apex_Vital_AttributeSet_ColdStart_Review.md"
"Apex","Reviews\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Review.md","4E620CD24AF5F11BC4BD9CA116636E64B4036085BF2835647D7B4BD8CAB658C2","7833","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Review.md"
"Apex","Reviews\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Second_Review.md","E56E14EFFB330E7D29A75373802EACFA4792A106189C5A93E0072165049FD9FE","4777","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Second_Review.md"
"Apex","Reviews\2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Third_Review.md","48AB2F4371B31CB1E7609AD41CD11D92919CA07037E4DFA02CF24C5A9A370131","4870","1","Agent/99_Legacy_Context/Raw_Markdown/Apex/Reviews/2026-07-29_Apex_Phase_EnergyBolt_ProjectileCast_Third_Review.md"
"Aura","00_Coordination\Decision_Log.md","CD396BA1689F7528006EA000A7B377DC304E47D53F31420E3C3935A5EDD627A6","12333","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Decision_Log.md"
"Aura","00_Coordination\Git_Workflow.md","E7913A1B993574DAF5C6404A0432BBA021069CEB26FE4EAFD04E5C318A3B8C27","3158","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Git_Workflow.md"
"Aura","00_Coordination\Pending_Questions.md","6958F4AFFA913A2C05855C79C3F43A725FBAAC4E0078B61A2995DF67F889CE78","2975","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Pending_Questions.md"
"Aura","00_Coordination\Session_Summary.md","52E7F16EF16D98BFE4D4E6F14DD780093662B2091F94C20DCA0CA6E7959357BC","5008","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Session_Summary.md"
"Aura","00_Coordination\Skill_MCP_Catalog.md","A3A57F17F4E5D0D2685AEDBAD0FCD83C59FDEDA74CEBB09B2312602308E977F1","4297","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Skill_MCP_Catalog.md"
"Aura","00_Coordination\Task_Backlog.md","82CAEBBCEC37B6B0B23DF467F29AD0C6BD91A030D96E50435CF17E68253DED05","5455","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Task_Backlog.md"
"Aura","00_Coordination\Thread_Recovery_2026-07-08.md","A97FE66725809911799CBEB2CA3939A9107B3BBA39FFE25DCB04FD6547D15D15","6010","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/Thread_Recovery_2026-07-08.md"
"Aura","00_Coordination\WorkingAgreement.md","029CDC3D302350FB523798D10457C01C27AA5114466A42E787A74E95A5EE9121","4810","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/00_Coordination/WorkingAgreement.md"
"Aura","01_ProjectAudit\Aura_Current_State.md","A1ADE45A7BF353360A8FAC5FEE5A0572592626C32088BE6F3705D9B36F821635","4388","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/01_ProjectAudit/Aura_Current_State.md"
"Aura","01_ProjectAudit\Working_Tree_Classification_2026-06-26.md","0863E5D236E92169E4E70B5EBAA07700C1D87744D845342347BF69E706DFFB32","5367","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/01_ProjectAudit/Working_Tree_Classification_2026-06-26.md"
"Aura","02_SkillSystem\2026-07-09_SkillSystem_Architecture_Refactor_Summary.md","423DEE423DA202B5D93DE5B9D61114EFC79C5A13B79AF3A6CF7D3D229D8F5E69","25229","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/2026-07-09_SkillSystem_Architecture_Refactor_Summary.md"
"Aura","02_SkillSystem\2026-07-13_Phase_PlayerReplacement_MovementPlan.md","0FBCB8BA706F427C592E5DF25F5DEFF43F799D1E794C7EFEF3200137500A620E","6463","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/2026-07-13_Phase_PlayerReplacement_MovementPlan.md"
"Aura","02_SkillSystem\2026-07-13_Phase_SpellValidationCharacter_Plan.md","C09C65CF1C35F36793E613D2C0E598F3442A7C3DD519F24282F4F659972A7C4C","5775","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/2026-07-13_Phase_SpellValidationCharacter_Plan.md"
"Aura","02_SkillSystem\2026-07-13_ThirdPartyAsset_Audit_For_Skill_Prototype.md","9388AB5312ED602B0F08EAC7760F4FE71925ADC2EF455A0BE466D753575A01EB","15777","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/2026-07-13_ThirdPartyAsset_Audit_For_Skill_Prototype.md"
"Aura","02_SkillSystem\Combat_Foundation_RFC.md","D2965664459F682B238A973714FA4A86BA84D31B50DD12C66F10D0D76F5B49F2","21099","3","Agent/99_Legacy_Context/Raw_Markdown/Apex/02_SkillSystem/Combat_Foundation_RFC.md"
"Aura","02_SkillSystem\Combat_Foundation_Runtime_Notes.md","043DA9E39117A616BBA72AC48DB0713A46CA57E9699171E303BD5889812D6CDE","5028","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Combat_Foundation_Runtime_Notes.md"
"Aura","02_SkillSystem\Fireball_Minimal_Asset_Inventory.md","433853A0E3C17D884E61D17D34D9832619772D8D766A0B3351640197F9761B48","8770","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Fireball_Minimal_Asset_Inventory.md"
"Aura","02_SkillSystem\GAS_Architecture_Options.md","CE345E4A01D93417B0D8239D4822FAC5DB383A7D5D6B81D3F6C2FC80B499FDF3","9464","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/GAS_Architecture_Options.md"
"Aura","02_SkillSystem\Montage_GameplayEvent_Timing_Decision.md","99F9D646A7AB0029B249B0EC1B3430C80B288E8ACCB635EB77FAB6CABBA78D3B","2682","3","Agent/99_Legacy_Context/Raw_Markdown/Apex/02_SkillSystem/Montage_GameplayEvent_Timing_Decision.md"
"Aura","02_SkillSystem\README.md","59CF2AA35CFB34CB30D9F2111213B2282188D850085CDCBD20EE69141F87C96C","1214","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/README.md"
"Aura","02_SkillSystem\Representative_Skill_Portfolio.md","123C8050BD2F1789289AC4531F5058724D2FB37B29855A022EDC975338DCEA3E","6362","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Representative_Skill_Portfolio.md"
"Aura","02_SkillSystem\Skill_Mechanic_Catalog.md","C3E7877A3CD159E5A05A72380C473EEFD33598081DE8F226D99AAB3A8BD97A27","13986","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Mechanic_Catalog.md"
"Aura","02_SkillSystem\Skill_Mechanic_Taxonomy.md","93D8F49991FE1CA8491215E4AFFF60266AB02BED8838ECCC0918B8C32575E10E","3807","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Mechanic_Taxonomy.md"
"Aura","02_SkillSystem\Skill_Mechanic_Taxonomy_Discussion.md","F217B8223A39B74974BE1CD6B0D8FBDC7FA2AE5A542E58E1C25E454C3D99C1F7","4944","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Mechanic_Taxonomy_Discussion.md"
"Aura","02_SkillSystem\Skill_Runbooks\Fireball_Runtime_Link.md","68A98757E6DC6045FDD4D0970016FA1772094D912CEEBCEF0C587A38B1EA6998","19471","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Runbooks/Fireball_Runtime_Link.md"
"Aura","02_SkillSystem\Skill_Runbooks\README.md","6C4A9EA32603B5C0B2293D4D50BF5BBDEA4C1D8BAA21DDDCB44208ABEDAB0939","1154","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Runbooks/README.md"
"Aura","02_SkillSystem\Skill_Runbooks\VitalSurge_Runtime_Link_Predesign.md","0B8BAF6737F6F799416EC7F3E91D650302FDC5186ABC6D4C2EF5E460DB1366F5","21769","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Runbooks/VitalSurge_Runtime_Link_Predesign.md"
"Aura","02_SkillSystem\Skill_Runtime_Model.md","45DE9B4030E943487743C272FE799BA83C3E8D326F6C939872A761D088F90155","18912","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/Skill_Runtime_Model.md"
"Aura","02_SkillSystem\Skill_Runtime_Risk_Checklist.md","4918869C404E392E515FDE36426ECF27FA8C37DE7309FC09EAD183A8F55C9B3D","6678","3","Agent/99_Legacy_Context/Raw_Markdown/Apex/02_SkillSystem/Skill_Runtime_Risk_Checklist.md"
"Aura","02_SkillSystem\V1A_Implementation_Sequence.md","B9811C7D8B4ED9136841FD618D7824FBC57EEFE13BAE29D86B1120DA1D97BE37","3007","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/02_SkillSystem/V1A_Implementation_Sequence.md"
"Aura","03_SkillEditor\Skill_Editor_Vision.md","29B0150CDBB4B6E60DC816F1F41D2652554B175AD25B4103074240002AF83E69","1169","3","Agent/99_Legacy_Context/Raw_Markdown/Apex/03_SkillEditor/Skill_Editor_Vision.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-07_Fireball_Minimal_Configured_Runtime.md","453D7A23B553C7110D85049A629D1E8941FF610EEB4085A3334CEA0CA0A738C2","10931","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-07_Fireball_Minimal_Configured_Runtime.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-08_VitalSurge_V1B_Implementation.md","4BC49A69069C1F46A72A02D9578FE7EBD18A16C9AF62362CEE12E536872EFAC3","17397","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-08_VitalSurge_V1B_Implementation.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-09_SkillArchitecture_Foundation_Phase1.md","79EF7855ABFE4F40680993E24F6F4E36DC7917147A2E36AABCE4212CE8054878","15492","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-09_SkillArchitecture_Foundation_Phase1.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-09_SkillPolicy_Phase1_1_Fix.md","0DCD3CCB0EE2E9FC1EB5DBA728D9ADBA9840716723AAAAA4287D0B36D8C130D9","7371","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-09_SkillPolicy_Phase1_1_Fix.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-13_CombatFoundation_PhaseB_DocAccuracyFix.md","5D500C3001F9CC2F1BD095DA64DD89660D4CA1524D09A1DF8C5450303DA99217","4064","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-13_CombatFoundation_PhaseB_DocAccuracyFix.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-13_CombatFoundation_PhaseB_MinimalTagsAndSimpleDamage.md","D825DF6B403FD7A35DCEFFC57D29E22AC2AE8688419B8F7D0968DEFF1EAC4F33","9805","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-13_CombatFoundation_PhaseB_MinimalTagsAndSimpleDamage.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-13_Phase_PlayerReplacement_BasicMovement.md","338A1B5E0805BD42B4453E30BF20DE528D668AF516BB36BBDEF08B765145562A","5451","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-13_Phase_PlayerReplacement_BasicMovement.md"
"Aura","04_AgentHandoff\Claude_Prompts\2026-07-13_PhaseSpellValidation_Precheck.md","E4A673756B6DB9F1C35A8FE05DB42C653CDB58A6F04E74E69E71A22EE44907EA","4402","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/2026-07-13_PhaseSpellValidation_Precheck.md"
"Aura","04_AgentHandoff\Claude_Prompts\README.md","746EDA67AFF619E85AABA363EC112127A221FE23ADDB85EC83CA61883D3CC722","536","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Prompts/README.md"
"Aura","04_AgentHandoff\Claude_Reports\2026-07-07_Fireball_Minimal_Configured_Runtime_Fix_Report.md","D9F0F5630058C1F9B460F28E37F70F0AC28F5494C3D3BC488442BDCA744677BF","5256","2","Agent/99_Legacy_Context/Raw_Markdown/Aura/04_AgentHandoff/Claude_Reports/2026-07-07_Fireball_Minimal_Configured_Runtime_Fix_Report.md"
